doc_id,author,title,not_before,not_after,LAGT4-1?,GLAUX?,OGA?,EXPRECCE?,lagt4-1_author,glaux_AUTHOR_STANDARD,oga_author,lagt4-1_title,lagt_genre,lagt_provenience,lagt_tlg_epithet,lagt_tlg_epithet,glaux_TITLE_STANDARD,oga_title_labels,oga_title_from_print_edition,lagt4-1_not_before,lagt4-1_not_after,glaux_STARTDATE,glaux_ENDDATE,oga_not_before,oga_not_after,oga_date_source,oga_date_source_link,oga_comment_on_chronology,oga_formatted_work_date,lagt4-1_tokencount,glaux_TOKENS,oga_tokencount,lagt4-1_source,lagt4-1_tlg_epithet,lagt4-1_genre,lagt4-1_provenience,glaux_GENRE_STANDARD,glaux_DIALECT,glaux_GLAUX_TEXT_ID,glaux_TLG,glaux_SOURCE,glaux_SOURCE_FORMAT,glaux_TM_TEXT,exprecce_author,exprecce_title,exprecce_not_after,exprecce_not_before,exprecce_edition,exprecce_edition_link,oga_id,oga_print_edition,glaux_tlg_ids,glaux_tokens_sum
tlg0007.tlg082a,Plutarch,Τὰ παλαιὰ τῶν Λακεδαινίων ἐπιτηδεύματα,96.0,120.0,True,False,True,False,Plutarch,,Plutarch,Τὰ παλαιὰ τῶν Λακεδαινίων ἐπιτηδεύματα,[],pagan,['Biographi' 'Philosophici/-ae'],['Biographi' 'Philosophici/-ae'],,Instituta Laconia,The Ancient Customs of the Spartans,1.0,200.0,,,96.0,120.0,"C.P. Jones, Towards a chronology of Plutarch's works, The Journal of Roman Studies, Vol. 56, 1966.",https://www.cambridge.org/core/journals/journal-of-roman-studies/article/abs/towards-a-chronology-of-plutarchs-works/64E955505CB971A3FCC3B8192456A01F,Approximate for most philosophical works according to Jones.,+0096-01/+0120-12,1876.0,,1815.0,perseus,['Biographi' 'Philosophici/-ae'],[],pagan,,,,,,,,,,,,,,113,"Plutarch. Moralia, Vol. III. Babbitt, Frank Cole, translator. Cambridge, MA: Harvard University Press; London: William Heinemann Ltd., 1931 (printing).",[nan],0.0
tlg0007.tlg082b,Plutarch,Λακαινῶν ἀποφθάγματα,96.0,120.0,True,False,True,False,Plutarch,,Plutarch,Λακαινῶν ἀποφθάγματα,[],pagan,['Biographi' 'Philosophici/-ae'],['Biographi' 'Philosophici/-ae'],,Lacaenarum Apophthegmata,Sayings of Spartan Women,1.0,200.0,,,96.0,120.0,"C.P. Jones, Towards a chronology of Plutarch's works, The Journal of Roman Studies, Vol. 56, 1966.",https://www.cambridge.org/core/journals/journal-of-roman-studies/article/abs/towards-a-chronology-of-plutarchs-works/64E955505CB971A3FCC3B8192456A01F,Approximate for most philosophical works according to Jones.,+0096-01/+0120-12,1308.0,,1309.0,perseus,['Biographi' 'Philosophici/-ae'],[],pagan,,,,,,,,,,,,,,114,"Plutarch. Moralia, Vol. III. Babbitt, Frank Cole, translator. Cambridge, MA: Harvard University Press; London: William Heinemann Ltd., 1931 (printing).",[nan],0.0
tlg0007.tlg083,Plutarchus,Mulierum virtutes,115.0,115.0,True,True,True,False,Plutarch,Plutarchus,Plutarch,Γυναικῶν ἀρεταί,[],pagan,['Biographi' 'Philosophici/-ae'],['Biographi' 'Philosophici/-ae'],Mulierum virtutes,Mulierum virtutes,Bravery of Women,1.0,200.0,1.0,200.0,115.0,115.0,"C.P. Jones, Towards a chronology of Plutarch's works, The Journal of Roman Studies, Vol. 56, 1966.",https://www.cambridge.org/core/journals/journal-of-roman-studies/article/abs/towards-a-chronology-of-plutarchs-works/64E955505CB971A3FCC3B8192456A01F,"Dedicated to Clea, which according to Jones gives an important hint for the date of this work.None",+0115-01/+0115-12,10937.0,10704.0,10640.0,glaux1,['Biographi' 'Philosophici/-ae'],[],pagan,History,Attic/Koine,1140.0,0007-083,Perseus,XML,5749,,,,,,,115,"Plutarch. Moralia, Vol. III. Babbitt, Frank Cole, translator. Cambridge, MA: Harvard University Press; London: William Heinemann Ltd., 1931 (printing).",['0007-083'],10704.0
tlg0007.tlg084,Plutarchus,Aetia Romana et Graeca,1.0,200.0,True,True,False,False,Plutarchus,Plutarchus,,Aetia Romana et Graeca,['Polyhist.'],pagan,,,Aetia Romana et Graeca,,,1.0,200.0,1.0,200.0,,,,,,,22743.0,15310.0,,glaux1,,['Polyhist.'],pagan,Polyhistory,Attic/Koine,1141.0,0007-084a,https://el.wikisource.org,TXT,,,,,,,,,,"['0007-084a', '0007-084b']",22114.0
tlg0007.tlg084a,Plutarch,Κεφαλαίων καταγραφή Ῥωμαϊκά,105.0,120.0,True,False,True,False,Plutarch,,Plutarch,Κεφαλαίων καταγραφή Ῥωμαϊκά,[],pagan,['Biographi' 'Philosophici/-ae'],['Biographi' 'Philosophici/-ae'],,Quaestiones Romanae,The Roman Questions,1.0,200.0,,,105.0,120.0,"C.P. Jones, Towards a chronology of Plutarch's works, The Journal of Roman Studies, Vol. 56, 1966.",https://www.cambridge.org/core/journals/journal-of-roman-studies/article/abs/towards-a-chronology-of-plutarchs-works/64E955505CB971A3FCC3B8192456A01F,"Jones argues that since Favorinus is quoted for his opinion in this, as he was born around 80 AD, he must have been a grown man by now. Therefore, providing us with an important hint for the date.",+0105-01/+0120-12,15704.0,,15160.0,perseus,['Biographi' 'Philosophici/-ae'],[],pagan,,,,,,,,,,,,,,116,"Plutarch. Moralia, Vol. IV. Babbitt, Frank Cole, translator. Cambridge, MA: Harvard University Press; London: William Heinemann Ltd., 1936 (printing).",[nan],0.0
tlg0007.tlg084b,Plutarch,Κεφαλαίων καταγραφή Ἑλληνικά,96.0,120.0,True,False,True,False,Plutarch,,Plutarch,Κεφαλαίων καταγραφή Ἑλληνικά,[],pagan,['Biographi' 'Philosophici/-ae'],['Biographi' 'Philosophici/-ae'],,Quaestiones Graecae,The Greek Questions,1.0,200.0,,,96.0,120.0,"Marck Beck, A Companion to Plutarch, Wiley-Blackwell, 2014.",,Approximate for most philosophical works according to Jones.,+0096-01/+0120-12,7022.0,,6677.0,perseus,['Biographi' 'Philosophici/-ae'],[],pagan,,,,,,,,,,,,,,118,"Plutarch. Moralia, Vol. IV. Babbitt, Frank Cole, translator. Cambridge, MA: Harvard University Press; London: William Heinemann Ltd., 1936 (printing).",[nan],0.0
tlg0007.tlg085,Plutarchus,Parallela minora,96.0,120.0,True,True,True,False,Plutarch,Plutarchus,Plutarch,Συναγωγὴ ἱστοριῶν παραλλήλων Ἑλληνικῶν καὶ Ῥωμαϊκῶν,[],pagan,['Biographi' 'Philosophici/-ae'],['Biographi' 'Philosophici/-ae'],Parallela minora,Parallela minora,Greek and Roman Parallel Stories,1.0,200.0,1.0,200.0,96.0,120.0,"Marck Beck, A Companion to Plutarch, Wiley-Blackwell, 2014.",,Approximate for most philosophical works according to Jones.,+0096-01/+0120-12,5429.0,5370.0,5341.0,glaux1,['Biographi' 'Philosophici/-ae'],[],pagan,History,Attic/Koine,1143.0,0007-085,Perseus,TXT,571,,,,,,,119,"Plutarch. Moralia, Vol. 4. Babbitt, Frank Cole, translator. Cambridge, MA: Harvard University Press; London: William Heinemann Ltd., 1936 (printing).",['0007-085'],5370.0
tlg0007.tlg086,Plutarchus,De fortuna Romanorum,60.0,65.0,True,True,True,False,Plutarch,Plutarchus,Plutarch,Περὶ τῆς Ῥωμαίων τύχης,[],pagan,['Biographi' 'Philosophici/-ae'],['Biographi' 'Philosophici/-ae'],De fortuna Romanorum,De fortuna Romanorum,On the Fortunes of the Romans,1.0,200.0,1.0,200.0,60.0,65.0,"Plutarchs De Fortuna Romanorum, 1989.",https://www.cambridge.org/core/journals/classical-quarterly/article/abs/plutarchs-de-fortuna-romanorum/902529E7526BEF14DCA02722DEFC5AE1,This date is favoured by many commentators.,+0060-01/+0065-12,5349.0,5193.0,5146.0,glaux1,['Biographi' 'Philosophici/-ae'],[],pagan,Rhetoric,Attic/Koine,1144.0,0007-086,https://el.wikisource.org,TXT,5743,,,,,,,117,"Plutarch. Moralia, Vol. IV. Babbitt, Frank Cole, translator. Cambridge, MA: Harvard University Press; London: William Heinemann Ltd., 1936 (printing).",['0007-086'],5193.0
tlg0007.tlg087,Plutarchus,De Alexandri magni fortuna aut virtute,96.0,120.0,True,True,True,False,Plutarch,Plutarchus,Plutarch,"Περὶ τῆς Ἀλεξάνδρου τύχης ἢ ἀρετῆς λόγος Α, λόγος Β",[],pagan,['Biographi' 'Philosophici/-ae'],['Biographi' 'Philosophici/-ae'],De Alexandri magni fortuna aut virtute,De Alexandri magni fortuna aut virtute,On the Fortune or the Virtue of Alexander I and II,1.0,200.0,1.0,200.0,96.0,120.0,"C.P. Jones, Towards a chronology of Plutarch's works, The Journal of Roman Studies, Vol. 56, 1966.",https://www.cambridge.org/core/journals/journal-of-roman-studies/article/abs/towards-a-chronology-of-plutarchs-works/64E955505CB971A3FCC3B8192456A01F,Approximate for most philosophical works according to Jones.,+0096-01/+0120-12,9935.0,9654.0,9555.0,glaux1,['Biographi' 'Philosophici/-ae'],[],pagan,Rhetoric,Attic/Koine,1145.0,0007-087,https://el.wikisource.org,TXT,5396,,,,,,,120,"Plutarch. Moralia, Vol. 4. Babbitt, Frank Cole, translator. Cambridge, MA: Harvard University Press; London: William Heinemann Ltd., 1936 (printing).",['0007-087'],9654.0
tlg0007.tlg088,Plutarchus,De gloria Atheniensium,71.0,95.0,True,True,True,False,Plutarch,Plutarchus,Plutarch,Πότερον Ἀθηναῖοι κατὰ πόλεμον ἢ κατὰ σοφίαν ἐνδοξότεροι,[],pagan,['Biographi' 'Philosophici/-ae'],['Biographi' 'Philosophici/-ae'],De gloria Atheniensium,De gloria Atheniensium,Were the Athenians More Famous in War or in Wisdom?,1.0,200.0,1.0,200.0,71.0,95.0,"C.P. Jones, Towards a chronology of Plutarch's works, The Journal of Roman Studies, Vol. 56, 1966.",https://www.cambridge.org/core/journals/journal-of-roman-studies/article/abs/towards-a-chronology-of-plutarchs-works/64E955505CB971A3FCC3B8192456A01F,Approximate for most philosophical works according to Jones.,+0071-01/+0095-12,3138.0,3049.0,3011.0,glaux1,['Biographi' 'Philosophici/-ae'],[],pagan,Rhetoric,Attic/Koine,1146.0,0007-088,Perseus,TXT,5747,,,,,,,121,"Plutarch. Moralia, Vol. IV. Babbitt, Frank Cole, translator. Cambridge, MA: Harvard University Press; London: William Heinemann Ltd., 1936 (printing).",['0007-088'],3049.0
tlg0007.tlg089,Plutarchus,De Iside et Osiride,115.0,115.0,True,True,True,False,Plutarch,Plutarchus,Plutarch,Περὶ Ἴσιδος και Ὀσίριδος,[],pagan,['Biographi' 'Philosophici/-ae'],['Biographi' 'Philosophici/-ae'],De Iside et Osiride,De Iside et Osiride,Isis and Osiris,1.0,200.0,1.0,200.0,115.0,115.0,"C.P. Jones, Towards a chronology of Plutarch's works, The Journal of Roman Studies, Vol. 56, 1966.",https://www.cambridge.org/core/journals/journal-of-roman-studies/article/abs/towards-a-chronology-of-plutarchs-works/64E955505CB971A3FCC3B8192456A01F,"A woman named Clea, referenced in the work, has been proven to have been daughter of friends of Plutarch.",+0115-01/+0115-12,18259.0,17846.0,17845.0,glaux1,['Biographi' 'Philosophici/-ae'],[],pagan,Philosophy,Attic/Koine,1147.0,0007-089,https://el.wikisource.org,TXT,289,,,,,,,122,"Plutarch. Moralia, Vol. V. Babbitt, Frank Cole, translator. Cambridge, MA: Harvard University Press; London: William Heinemann Ltd., 1936 (printing).",['0007-089'],17846.0
tlg0007.tlg090,Plutarchus,De E apud Delphos,96.0,120.0,True,True,True,False,Plutarch,Plutarchus,Plutarch,Περὶ τοῦ Ε τοῦ ἐν Δελφοῖς,[],pagan,['Biographi' 'Philosophici/-ae'],['Biographi' 'Philosophici/-ae'],De E apud Delphos,De E apud Delphos,The,1.0,200.0,1.0,200.0,96.0,120.0,"C.P. Jones, Towards a chronology of Plutarch's works, The Journal of Roman Studies, Vol. 56, 1966.",https://www.cambridge.org/core/journals/journal-of-roman-studies/article/abs/towards-a-chronology-of-plutarchs-works/64E955505CB971A3FCC3B8192456A01F,Approximate for most philosophical works according to Jones.,+0096-01/+0120-12,5881.0,5619.0,5485.0,glaux1,['Biographi' 'Philosophici/-ae'],[],pagan,Philosophic Dialogue,Attic/Koine,1148.0,0007-090,https://el.wikisource.org,TXT,6078,,,,,,,123,"Plutarch. Moralia, Vol. 5. Babbitt, Frank Cole, translator. Cambridge, MA: Harvard University Press; London: William Heinemann Ltd., 1936 (printing).",['0007-090'],5619.0
tlg0007.tlg091,Plutarchus,De Pythiae oraculis,96.0,120.0,True,True,True,False,Plutarch,Plutarchus,Plutarch,Περὶ τοῦ μὴ χρᾶν ἔμμετρα νῦν τὴν Πυθίαν,[],pagan,['Biographi' 'Philosophici/-ae'],['Biographi' 'Philosophici/-ae'],De Pythiae oraculis,De Pythiae oraculis,The Oracle at Delphi no Longer Given in Verse,1.0,200.0,1.0,200.0,96.0,120.0,"C.P. Jones, Towards a chronology of Plutarch's works, The Journal of Roman Studies, Vol. 56, 1966.",https://www.cambridge.org/core/journals/journal-of-roman-studies/article/abs/towards-a-chronology-of-plutarchs-works/64E955505CB971A3FCC3B8192456A01F,Approximate for most philosophical works according to Jones.,+0096-01/+0120-12,8511.0,8256.0,7972.0,glaux1,['Biographi' 'Philosophici/-ae'],[],pagan,Philosophic Dialogue,Attic/Koine,1149.0,0007-091,https://el.wikisource.org,TXT,5752,,,,,,,124,"Plutarch. Moralia, Vol. V. Babbitt, Frank Cole, translator. Cambridge, MA: Harvard University Press; London: William Heinemann Ltd., 1936 (printing).",['0007-091'],8256.0
tlg0007.tlg092,Plutarchus,De defectu oraculorum,96.0,120.0,True,True,True,False,Plutarch,Plutarchus,Plutarch,Περὶ τῶν ἐκλελοιπότων,[],pagan,['Biographi' 'Philosophici/-ae'],['Biographi' 'Philosophici/-ae'],De defectu oraculorum,De Defectu Oraculorum,The Obsolesence of Oracles,1.0,200.0,1.0,200.0,96.0,120.0,"C.P. Jones, Towards a chronology of Plutarch's works, The Journal of Roman Studies, Vol. 56, 1966.",https://www.cambridge.org/core/journals/journal-of-roman-studies/article/abs/towards-a-chronology-of-plutarchs-works/64E955505CB971A3FCC3B8192456A01F,Approximate for most philosophical works according to Jones.,+0096-01/+0120-12,15840.0,15412.0,15157.0,glaux1,['Biographi' 'Philosophici/-ae'],[],pagan,Philosophic Dialogue,Attic/Koine,1150.0,0007-092,https://el.wikisource.org,TXT,572,,,,,,,125,"Plutarch. Moralia, Vol. V. Babbitt, Frank Cole, translator. Cambridge, MA: Harvard University Press; London: William Heinemann Ltd., 1936 (printing).",['0007-092'],15412.0
tlg0007.tlg093,Plutarchus,An virtus doceri possit,96.0,125.0,True,True,True,False,Plutarch,Plutarchus,Plutarch,Εἰ διδακτὸν ἡ ἀρετή,[],pagan,['Biographi' 'Philosophici/-ae'],['Biographi' 'Philosophici/-ae'],An virtus doceri possit,An Virtus Doceri Possit,Can Virtue Be Taught?,1.0,200.0,1.0,200.0,96.0,125.0,"Cobet, J. (., Pelling, C. B. R. (., Baltes, M. (., Olshausen, E. (., Harmon, R. (., Hünemörder, C. (., & Saffrey, H. D. (. (2006). Plutarchus. In Brill's New Pauly Online. Brill",https://doi.org/10.1163/1574-9347_bnp_e928690,Pelling affirms that Plutarch wrote most of his works after 96 AD up until his death.,+0096-01/+0125-12,816.0,778.0,746.0,glaux1,['Biographi' 'Philosophici/-ae'],[],pagan,Philosophy,Attic/Koine,1151.0,0007-093,https://el.wikisource.org,TXT,6526,,,,,,,1038,"Plutarch. Moralia, Vol. VI. Helmbold, William Clark, translator. Cambridge, MA: Harvard University Press; London: William Heinemann Ltd., 1939 (printing).",['0007-093'],778.0
tlg0007.tlg094,Plutarchus,De virtute morali,96.0,120.0,True,True,True,False,Plutarch,Plutarchus,Plutarch,Περὶ τῆς ἠθικῆς ἀρετῆς,[],pagan,['Biographi' 'Philosophici/-ae'],['Biographi' 'Philosophici/-ae'],De virtute morali,De Virtute Morali,On Moral Virtue,1.0,200.0,1.0,200.0,96.0,120.0,"C.P. Jones, Towards a chronology of Plutarch's works, The Journal of Roman Studies, Vol. 56, 1966.",https://www.cambridge.org/core/journals/journal-of-roman-studies/article/abs/towards-a-chronology-of-plutarchs-works/64E955505CB971A3FCC3B8192456A01F,Approximate for most philosophical works according to Jones.,+0096-01/+0120-12,6654.0,6462.0,6386.0,glaux1,['Biographi' 'Philosophici/-ae'],[],pagan,Philosophy,Attic/Koine,1152.0,0007-094,https://el.wikisource.org,TXT,6527,,,,,,,126,"Plutarch. Moralia, Vol. VI. Helmbold, William Clark, translator. Cambridge, MA: Harvard University Press; London: William Heinemann Ltd., 1939 (printing).",['0007-094'],6462.0
tlg0007.tlg095,Plutarchus,De cohibenda ira,91.0,100.0,True,True,True,False,Plutarch,Plutarchus,Plutarch,Περὶ ἀοπγησίας,[],pagan,['Biographi' 'Philosophici/-ae'],['Biographi' 'Philosophici/-ae'],De cohibenda ira,De cohibenda ira,On the Control of Anger,1.0,200.0,1.0,200.0,91.0,100.0,"C.P. Jones, Towards a chronology of Plutarch's works, The Journal of Roman Studies, Vol. 56, 1966.",https://www.cambridge.org/core/journals/journal-of-roman-studies/article/abs/towards-a-chronology-of-plutarchs-works/64E955505CB971A3FCC3B8192456A01F,Jones argues that Plutarch's vivid description of Fundanus's wife and daughter points to a contemporary time of writing.,+0091-01/+0100-12,6482.0,6288.0,6138.0,glaux1,['Biographi' 'Philosophici/-ae'],[],pagan,Philosophic Dialogue,Attic/Koine,1153.0,0007-095,https://el.wikisource.org,TXT,1345,,,,,,,127,"Plutarch. Moralia, Vol. VI. Helmbold, William Clark, translator. Cambridge, MA: Harvard University Press; London: William Heinemann Ltd., 1936 (printing).",['0007-095'],6288.0
tlg0007.tlg096,Plutarchus,De tranquillitate animi,107.0,120.0,True,True,True,False,Plutarch,Plutarchus,Plutarch,Περὶ εὐθυμίας,[],pagan,['Biographi' 'Philosophici/-ae'],['Biographi' 'Philosophici/-ae'],De tranquillitate animi,De Tranquillitate Animi,On Tranquillity of Mind,1.0,200.0,1.0,200.0,107.0,120.0,"C.P. Jones, Towards a chronology of Plutarch's works, The Journal of Roman Studies, Vol. 56, 1966.",https://www.cambridge.org/core/journals/journal-of-roman-studies/article/abs/towards-a-chronology-of-plutarchs-works/64E955505CB971A3FCC3B8192456A01F,The use of the word basileus came to mean Emperor by Plutarch's time.,+0107-01/+0120-12,7237.0,6990.0,6803.0,glaux1,['Biographi' 'Philosophici/-ae'],[],pagan,Philosophy,Attic/Koine,1154.0,0007-096,https://el.wikisource.org,TXT,5756,,,,,,,128,"Plutarch. Moralia, Vol. VI. Helmbold, William Clark, translator. Cambridge, MA: Harvard University Press; London: William Heinemann Ltd., 1939 (printing).",['0007-096'],6990.0
tlg0007.tlg097,Plutarchus,De fraterno amore,68.0,107.0,True,True,True,False,Plutarch,Plutarchus,Plutarch,Περὶ φιλαδελφίας,[],pagan,['Biographi' 'Philosophici/-ae'],['Biographi' 'Philosophici/-ae'],De fraterno amore,De fraterno amore,On Brotherly Love,1.0,200.0,1.0,200.0,68.0,107.0,"C.P. Jones, Towards a chronology of Plutarch's works, The Journal of Roman Studies, Vol. 56, 1966.",https://www.cambridge.org/core/journals/journal-of-roman-studies/article/abs/towards-a-chronology-of-plutarchs-works/64E955505CB971A3FCC3B8192456A01F,"The terminus post for this work is the death of Nero in 68 AD and the terminus antes are the mention of Quietus, who died in 107 AD.",+0068-01/+0107-12,7765.0,7556.0,7462.0,glaux1,['Biographi' 'Philosophici/-ae'],[],pagan,Philosophy,Attic/Koine,1155.0,0007-097,https://el.wikisource.org,TXT,5744,,,,,,,129,"Plutarch. Moralia, Vol. VI. Helmbold, W.C., translator. Cambridge, MA: Harvard University Press; London: William Heinemann Ltd., 1939 (printing).",['0007-097'],7556.0
tlg0007.tlg098,Plutarchus,De amore prolis,96.0,125.0,True,True,True,False,Plutarch,Plutarchus,Plutarch,Περὶ τῆς εἰς τὰ ἔκγονα φιλοστοργίας,[],pagan,['Biographi' 'Philosophici/-ae'],['Biographi' 'Philosophici/-ae'],De amore prolis,De Amore Prolis,On Affection for Offspring,1.0,200.0,1.0,200.0,96.0,125.0,"Cobet, J. (., Pelling, C. B. R. (., Baltes, M. (., Olshausen, E. (., Harmon, R. (., Hünemörder, C. (., & Saffrey, H. D. (. (2006). Plutarchus. In Brill's New Pauly Online. Brill",https://doi.org/10.1163/1574-9347_bnp_e928691,Pelling affirms that Plutarch wrote most of his works after 96 AD up until his death.,+0096-01/+0125-12,2576.0,2474.0,2433.0,glaux1,['Biographi' 'Philosophici/-ae'],[],pagan,Philosophy,Attic/Koine,1156.0,0007-098,https://el.wikisource.org,TXT,6528,,,,,,,1039,"Plutarch. Moralia, Vol. VI. Helmbold, William Clark, translator. Cambridge, MA: Harvard University Press; London: William Heinemann Ltd., 1939 (printing).",['0007-098'],2474.0
tlg0007.tlg099,Plutarchus,An vitiositas ad infelicitatem sufficiat,96.0,125.0,True,True,True,False,Plutarch,Plutarchus,Plutarch,Εἰ αὐτάρκης ἡ κακία πρὸς κακοδαιμονίαν,[],pagan,['Biographi' 'Philosophici/-ae'],['Biographi' 'Philosophici/-ae'],An vitiositas ad infelicitatem sufficiat,An vitiositas ad infelicitatem sufficia,Whether vice be sufficient to cause unhappiness,1.0,200.0,1.0,200.0,96.0,125.0,"Cobet, J. (., Pelling, C. B. R. (., Baltes, M. (., Olshausen, E. (., Harmon, R. (., Hünemörder, C. (., & Saffrey, H. D. (. (2006). Plutarchus. In Brill's New Pauly Online. Brill",https://doi.org/10.1163/1574-9347_bnp_e928692,Pelling affirms that Plutarch wrote most of his works after 96 AD up until his death.,+0096-01/+0125-12,1016.0,991.0,980.0,glaux1,['Biographi' 'Philosophici/-ae'],[],pagan,Philosophy,Attic/Koine,1157.0,0007-099,https://el.wikisource.org,TXT,6529,,,,,,,1040,"Plutarch. Moralia, Vol. 6. Helmbold, William Clark, translator. Cambridge, MA: Harvard University Press; London: William Heinemann Ltd., 1939 (printing).",['0007-099'],991.0
tlg0007.tlg100,Plutarchus,Animine an corporis affectiones sint peiores,96.0,125.0,True,True,True,False,Plutarch,Plutarchus,Plutarch,Ποτερον τὰ τῆς ψυχῆς ἢ τὰ τοῦ σώματος πάθη χείρονα,[],pagan,['Biographi' 'Philosophici/-ae'],['Biographi' 'Philosophici/-ae'],Animine an corporis affectiones sint peiores,Animine an corporis affectiones sint peiores,Whether the Affections of the Soul are Worse Than Those of the Body,1.0,200.0,1.0,200.0,96.0,125.0,"Cobet, J. (., Pelling, C. B. R. (., Baltes, M. (., Olshausen, E. (., Harmon, R. (., Hünemörder, C. (., & Saffrey, H. D. (. (2006). Plutarchus. In Brill's New Pauly Online. Brill",https://doi.org/10.1163/1574-9347_bnp_e928693,Pelling affirms that Plutarch wrote most of his works after 96 AD up until his death.,+0096-01/+0125-12,1003.0,965.0,951.0,glaux1,['Biographi' 'Philosophici/-ae'],[],pagan,Philosophy,Attic/Koine,1158.0,0007-100,https://el.wikisource.org,TXT,6530,,,,,,,1041,"Plutarch. Moralia, Vol. VI. Helmbold, William Clark, translator. Cambridge, MA: Harvard University Press; London: William Heinemann Ltd., 1939 (printing).",['0007-100'],965.0
tlg0007.tlg101,Plutarchus,De garrulitate,68.0,120.0,True,True,True,False,Plutarch,Plutarchus,Plutarch,Περὶ ἀδολεσχίας,[],pagan,['Biographi' 'Philosophici/-ae'],['Biographi' 'Philosophici/-ae'],De garrulitate,De Garrulitate,Concerning Talkativeness,1.0,200.0,1.0,200.0,68.0,120.0,"C.P. Jones, Towards a chronology of Plutarch's works, The Journal of Roman Studies, Vol. 56, 1966.",https://www.cambridge.org/core/journals/journal-of-roman-studies/article/abs/towards-a-chronology-of-plutarchs-works/64E955505CB971A3FCC3B8192456A01F,Composed after Nero's death in 68 AD.,+0068-01/+0120-12,7133.0,6908.0,6642.0,glaux1,['Biographi' 'Philosophici/-ae'],[],pagan,Philosophy,Attic/Koine,1159.0,0007-101,https://el.wikisource.org,TXT,5745,,,,,,,130,"Plutarch. Moralia, Vol. VI. Helmbold, William Clark, translator. Cambridge, MA: Harvard University Press; London: William Heinemann Ltd., 1939 (printing).",['0007-101'],6908.0
tlg0007.tlg102,Plutarchus,De curiositate,96.0,120.0,True,True,True,False,Plutarch,Plutarchus,Plutarch,Περὶ πολυπραγμοσύνης,[],pagan,['Biographi' 'Philosophici/-ae'],['Biographi' 'Philosophici/-ae'],De curiositate,De curiositate,On Being a Busybody,1.0,200.0,1.0,200.0,96.0,120.0,"C.P. Jones, Towards a chronology of Plutarch's works, The Journal of Roman Studies, Vol. 56, 1966.",https://www.cambridge.org/core/journals/journal-of-roman-studies/article/abs/towards-a-chronology-of-plutarchs-works/64E955505CB971A3FCC3B8192456A01F,Approximate for most philosophical works according to Jones.,+0096-01/+0120-12,4394.0,4267.0,4206.0,glaux1,['Biographi' 'Philosophici/-ae'],[],pagan,Philosophy,Attic/Koine,1160.0,0007-102,https://el.wikisource.org,TXT,6531,,,,,,,131,"Plutarch. Moralia, Vol. VI. Helmbold, William Clark, translator. Cambridge, MA: Harvard University Press; London: William Heinemann Ltd., 1939 (printing).",['0007-102'],4267.0
tlg0007.tlg103,Plutarchus,De cupiditate divitiarum,96.0,125.0,True,True,True,False,Plutarch,Plutarchus,Plutarch,Περὶ φιλοπλουτίας,[],pagan,['Biographi' 'Philosophici/-ae'],['Biographi' 'Philosophici/-ae'],De cupiditate divitiarum,De Cupiditate Divitiarum,Of the Love of Wealth,1.0,200.0,1.0,200.0,96.0,125.0,"Cobet, J. (., Pelling, C. B. R. (., Baltes, M. (., Olshausen, E. (., Harmon, R. (., Hünemörder, C. (., & Saffrey, H. D. (. (2006). Plutarchus. In Brill's New Pauly Online. Brill",https://doi.org/10.1163/1574-9347_bnp_e928694,Pelling affirms that Plutarch wrote most of his works after 96 AD up until his death.,+0096-01/+0125-12,2683.0,2593.0,2555.0,glaux1,['Biographi' 'Philosophici/-ae'],[],pagan,Philosophy,Attic/Koine,1161.0,0007-103,https://el.wikisource.org,TXT,6532,,,,,,,1042,"Plutarch. Plutarch's Morals, Vol. II. Goodwin, William W., editor; Patrick, John, translator. Boston: Little, Brown, and Company; Cambridge: Press of John Wilson and Son, 1874.",['0007-103'],2593.0
tlg0007.tlg104,Plutarchus,De vitioso pudore,96.0,120.0,True,True,True,False,Plutarch,Plutarchus,Plutarch,Περὶ δυσωπίας,[],pagan,['Biographi' 'Philosophici/-ae'],['Biographi' 'Philosophici/-ae'],De vitioso pudore,De Vitioso Pudore,Of Bashfulness,1.0,200.0,1.0,200.0,96.0,120.0,"C.P. Jones, Towards a chronology of Plutarch's works, The Journal of Roman Studies, Vol. 56, 1966.",https://www.cambridge.org/core/journals/journal-of-roman-studies/article/abs/towards-a-chronology-of-plutarchs-works/64E955505CB971A3FCC3B8192456A01F,Approximate for most philosophical works according to Jones.,+0096-01/+0120-12,4277.0,4177.0,4086.0,glaux1,['Biographi' 'Philosophici/-ae'],[],pagan,Philosophy,Attic/Koine,1162.0,0007-104,https://el.wikisource.org,TXT,6533,,,,,,,132,"Plutarch. Plutarch's Morals, Vol. I. Goodwin, William W., editor; Hoy, Thomas, translator. Boston: Little, Brown, and Company; Cambridge: Press of John Wilson and Son, 1874.",['0007-104'],4177.0
